City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
89,San Patricio,MX,2020-05-04 03:28:30,19.22,-104.7,72.37,83,0,5.61
90,San Rafael,AR,2020-05-04 03:28:30,-34.62,-68.33,59.31,45,73,11.48
91,Chuy,UY,2020-05-04 03:28:30,-33.7,-53.46,55.11,87,39,6.08
92,Porto Novo,BJ,2020-05-04 03:28:30,6.5,2.6,78.8,88,40,4.7
93,Anadyr,RU,2020-05-04 03:26:04,64.75,177.48,23.0,92,75,2.24
94,Victoria,HK,2020-05-04 03:26:19,22.29,114.16,86.0,66,4,6.98
95,Plainview,US,2020-05-04 03:28:31,40.78,-73.47,64.99,63,1,5.82
96,Humboldt,US,2020-05-04 03:28:31,40.67,-123.92,54.0,81,1,8.05
97,Nishihara,JP,2020-05-04 03:28:31,26.18,127.76,82.4,78,20,14.99
98,Tuktoyaktuk,CA,2020-05-04 03:28:31,69.45,-133.04,12.2,85,75,2.24
99,Nichinan,JP,2020-05-04 03:28:31,31.6,131.37,71.6,88,75,10.29
100,Tucurui,BR,2020-05-04 03:28:31,-3.77,-49.67,75.29,92,100,2.08
101,Port Macquarie,AU,2020-05-04 03:28:32,-31.43,152.92,70.0,53,0,3.0
102,Flinders,AU,2020-05-04 03:28:32,-34.58,150.86,66.99,50,1,4.0
103,Nhulunbuy,AU,2020-05-04 03:28:32,-12.23,136.77,84.2,62,90,14.99
104,Chokurdakh,RU,2020-05-04 03:28:32,70.63,147.92,15.69,94,41,5.32
105,Samana,DO,2020-05-04 03:28:32,19.21,-69.34,76.51,86,29,7.25
106,Provideniya,RU,2020-05-04 03:28:32,64.38,-173.3,37.47,73,0,3.58
107,Keetmanshoop,NA,2020-05-04 03:28:33,-26.58,18.13,62.26,20,16,3.85
108,Lebu,CL,2020-05-04 03:28:33,-37.62,-73.65,53.02,82,50,7.23
109,Saint-Denis,FR,2020-05-04 03:28:33,48.92,2.33,55.0,93,75,2.24
110,Narsaq,GL,2020-05-04 03:28:33,60.92,-46.05,32.0,92,100,2.24
111,Akureyri,IS,2020-05-04 03:28:33,65.68,-18.09,41.0,52,20,32.21
112,Severo-Kurilsk,RU,2020-05-04 03:28:33,50.68,156.12,42.3,62,68,10.22
113,Leshukonskoye,RU,2020-05-04 03:28:33,64.9,45.76,39.49,95,100,7.78
114,Nampa,US,2020-05-04 03:24:23,43.54,-116.56,57.2,24,1,4.7
115,Muros,ES,2020-05-04 03:28:34,42.78,-9.06,63.0,82,0,1.99
116,Shegaon,IN,2020-05-04 03:28:34,20.78,76.68,92.17,24,0,10.89
117,Saint-Felicien,CA,2020-05-04 03:28:34,48.65,-72.45,41.0,93,90,9.17
118,Mayo,US,2020-05-04 03:28:34,38.89,-76.51,66.0,93,90,4.7
119,Comodoro Rivadavia,AR,2020-05-04 03:28:34,-45.87,-67.5,53.6,66,50,4.7
120,Usakos,NA,2020-05-04 03:28:34,-22.0,15.6,65.95,24,0,3.53
121,Hermanus,ZA,2020-05-04 03:28:34,-34.42,19.23,55.69,79,0,9.78
122,Kangaatsiaq,GL,2020-05-04 03:28:35,68.31,-53.46,24.94,95,100,15.73
123,Maralal,KE,2020-05-04 03:28:35,1.1,36.7,58.1,54,22,1.81
124,Nikolskoye,RU,2020-05-04 03:28:35,59.7,30.79,42.8,93,40,2.86
125,Rebrikha,RU,2020-05-04 03:28:35,53.07,82.34,52.29,79,100,9.33
126,Bandarbeyla,SO,2020-05-04 03:25:06,9.49,50.81,83.62,77,100,6.38
127,Sarkand,KZ,2020-05-04 03:28:35,45.41,79.92,64.22,30,48,10.22
128,Katsuura,JP,2020-05-04 03:28:35,35.13,140.3,66.2,82,75,5.82
129,Pevek,RU,2020-05-04 03:28:35,69.7,170.31,25.95,93,0,11.32
130,Qaanaaq,GL,2020-05-04 03:28:36,77.48,-69.36,19.08,94,100,3.65
131,Ca Mau,VN,2020-05-04 03:24:17,9.18,105.15,95.16,47,16,3.62
132,Nemuro,JP,2020-05-04 03:28:36,43.32,145.57,59.0,82,75,10.29
133,Vryburg,ZA,2020-05-04 03:28:36,-26.96,24.73,56.89,23,0,6.62
134,Rongcheng,CN,2020-05-04 03:28:36,30.63,117.85,84.99,72,32,2.84
135,Windhoek,NA,2020-05-04 03:28:36,-22.56,17.08,57.99,40,0,3.89
136,Anchorage,US,2020-05-04 03:26:22,61.22,-149.9,57.2,30,75,11.41
137,Brownsville,US,2020-05-04 03:24:23,25.9,-97.5,79.0,78,20,12.75
138,Avera,US,2020-05-04 03:28:36,33.19,-82.53,71.6,49,1,5.82
139,Zaraza,VE,2020-05-04 03:28:36,9.35,-65.32,78.13,74,32,6.22
140,Makakilo City,US,2020-05-04 03:28:37,21.35,-158.09,80.6,64,90,16.11
141,Guozhen,CN,2020-05-04 03:28:37,34.37,107.36,88.45,15,49,9.66
142,Hobart,AU,2020-05-04 03:28:37,-42.88,147.33,61.0,55,75,4.7
143,Verkhoyansk,RU,2020-05-04 03:28:37,67.54,133.38,25.02,85,0,2.08
144,Tukrah,LY,2020-05-04 03:28:37,32.53,20.58,62.98,88,26,8.19
145,Port Alfred,ZA,2020-05-04 03:28:37,-33.59,26.89,59.0,98,99,1.99
146,Khatanga,RU,2020-05-04 03:28:37,71.97,102.5,14.76,96,100,10.83
147,Antigonish,CA,2020-05-04 03:28:37,45.62,-62.0,41.0,83,77,5.1
148,Dong Xoai,VN,2020-05-04 03:28:37,11.53,106.92,92.68,50,22,3.0
149,Arraial Do Cabo,BR,2020-05-04 03:28:38,-22.97,-42.03,71.15,73,16,10.25
150,Mahebourg,MU,2020-05-04 03:28:38,-20.41,57.7,77.0,83,75,10.29
151,Roma,US,2020-05-04 03:28:22,43.21,-75.46,57.2,41,90,6.93
152,Sobolevo,RU,2020-05-04 03:28:38,54.43,31.9,49.24,87,84,5.61
153,Longyearbyen,SJ,2020-05-04 03:28:38,78.22,15.64,14.0,78,40,1.12
154,Coos Bay,US,2020-05-04 03:28:39,43.37,-124.22,54.0,76,1,8.05
155,Coolum Beach,AU,2020-05-04 03:28:39,-26.53,153.1,73.0,53,41,5.01
156,San Quintin,MX,2020-05-04 03:28:39,30.48,-115.95,64.35,81,0,18.9
157,Ribeira Grande,PT,2020-05-04 03:28:39,38.52,-28.7,60.1,76,27,26.08
158,Aguimes,ES,2020-05-04 03:28:39,27.91,-15.45,66.2,77,40,3.36
159,Muisne,EC,2020-05-04 03:28:39,0.6,-80.03,78.06,83,99,4.88
160,Bambous Virieux,MU,2020-05-04 03:28:39,-20.34,57.76,78.01,83,75,10.29
161,Pasni,PK,2020-05-04 03:28:39,25.26,63.47,84.54,62,0,7.43
162,Teguldet,RU,2020-05-04 03:28:39,57.31,88.17,55.35,71,100,9.08
163,Bengkulu,ID,2020-05-04 03:28:40,-3.8,102.27,84.7,64,94,3.8
164,Sao Filipe,CV,2020-05-04 03:28:40,14.9,-24.5,75.96,65,0,12.95
165,Surt,LY,2020-05-04 03:28:40,31.21,16.59,65.64,75,8,11.23
166,Gorele,TR,2020-05-04 03:28:40,41.03,39.0,59.0,82,75,6.38
167,Maldonado,UY,2020-05-04 03:28:40,-34.67,-54.92,57.99,88,29,1.99
168,Puerto Ayora,EC,2020-05-04 03:28:40,-0.74,-90.35,77.0,92,7,1.01
169,Genhe,CN,2020-05-04 03:28:40,50.78,121.52,51.44,37,92,5.23
170,Oume,JP,2020-05-04 03:28:40,35.78,139.24,71.01,73,20,9.17
171,Forestville,US,2020-05-04 03:28:40,38.85,-76.88,66.99,88,75,11.41
172,Faanui,PF,2020-05-04 03:28:41,-16.48,-151.75,82.42,77,0,12.48
173,Thompson,CA,2020-05-04 03:23:42,55.74,-97.86,32.0,96,5,3.36
174,Atuona,PF,2020-05-04 03:28:41,-9.8,-139.03,81.48,75,4,19.6
175,Isabela,PH,2020-05-04 03:28:41,6.71,121.97,87.8,62,75,5.82
176,Leh,IN,2020-05-04 03:28:41,34.17,77.58,40.87,15,43,5.35
177,Lompoc,US,2020-05-04 03:28:41,34.64,-120.46,57.0,71,1,11.41
178,Esperance,AU,2020-05-04 03:28:41,-33.87,121.9,80.6,28,53,20.8
179,Pisco,PE,2020-05-04 03:28:42,-13.7,-76.22,68.0,77,2,8.05
180,Tazovskiy,RU,2020-05-04 03:28:42,67.47,78.7,16.84,94,97,16.35
181,Zhuhai,CN,2020-05-04 03:28:42,22.28,113.57,86.0,88,20,11.41
182,Sri Aman,MY,2020-05-04 03:28:42,1.24,111.46,87.8,74,75,2.24
183,Taiyuan,CN,2020-05-04 03:24:45,37.87,112.56,53.6,62,40,20.13
184,Togur,RU,2020-05-04 03:28:42,58.36,82.83,43.05,68,99,10.47
185,Mehamn,NO,2020-05-04 03:28:42,71.04,27.85,35.76,94,100,1.34
186,Ketchikan,US,2020-05-04 03:28:43,55.34,-131.65,46.4,93,90,18.34
187,Champerico,GT,2020-05-04 03:28:43,14.3,-91.92,85.21,71,6,5.32
188,Hajnowka,PL,2020-05-04 03:28:43,52.74,23.58,44.01,83,100,5.39
189,Beloha,MG,2020-05-04 03:28:43,-25.17,45.05,63.39,89,13,3.27
190,Airai,TL,2020-05-04 03:28:43,-8.93,125.41,72.34,47,98,4.81
191,Clyde River,CA,2020-05-04 03:28:43,70.47,-68.59,6.8,65,1,4.7
192,Samur,RU,2020-05-04 03:28:43,41.83,48.49,58.77,65,0,2.86
193,Kuryk,KZ,2020-05-04 03:28:44,43.2,51.65,63.9,69,0,12.46
194,Banda Aceh,ID,2020-05-04 03:28:44,5.56,95.32,84.56,66,92,2.21
195,Constitucion,CL,2020-05-04 03:28:44,-35.33,-72.42,57.04,70,100,6.85
196,Kiama,AU,2020-05-04 03:28:44,-34.68,150.87,66.99,55,0,1.01
197,Necochea,AR,2020-05-04 03:24:58,-38.55,-58.74,55.99,92,96,4.0
198,Norman Wells,CA,2020-05-04 03:28:44,65.28,-126.83,32.0,93,40,9.17
199,Guadalupe Y Calvo,MX,2020-05-04 03:28:44,26.1,-106.97,55.9,19,63,2.08
200,Sol-Iletsk,RU,2020-05-04 03:28:44,51.16,54.99,54.12,58,0,12.48
201,Douglas,US,2020-05-04 03:28:44,41.3,-96.17,63.0,48,1,3.53
202,Omboue,GA,2020-05-04 03:28:45,-1.57,9.26,78.39,93,100,3.67
203,Berlevag,NO,2020-05-04 03:28:45,70.86,29.09,37.13,94,100,6.51
204,Sao Gabriel Da Cachoeira,BR,2020-05-04 03:28:45,-0.13,-67.09,74.98,80,26,0.85
205,Bosaso,SO,2020-05-04 03:28:45,11.28,49.18,86.83,68,88,3.85
206,Aklavik,CA,2020-05-04 03:28:45,68.22,-135.01,19.4,67,5,9.17
207,Saint-Philippe,RE,2020-05-04 03:28:45,-21.36,55.77,73.99,73,39,6.93
208,Manoel Urbano,BR,2020-05-04 03:28:46,-8.84,-69.26,73.62,87,97,1.12
209,Grindavik,IS,2020-05-04 03:28:46,63.84,-22.43,42.8,87,75,19.46
210,Matamoros,MX,2020-05-04 03:27:15,25.53,-103.25,75.34,38,97,26.44
211,Port-Cartier,CA,2020-05-04 03:28:46,50.03,-66.87,41.0,60,90,8.05
212,Gravdal,NO,2020-05-04 03:28:46,68.12,13.5,37.83,82,98,14.74
213,Ler,SS,2020-05-04 03:28:46,8.3,30.14,79.39,50,10,4.14
214,Lasa,IT,2020-05-04 03:28:46,46.62,10.7,44.6,75,40,2.24
215,Asau,RO,2020-05-04 03:28:47,46.43,26.4,51.01,81,100,2.37
216,Hasaki,JP,2020-05-04 03:28:47,35.73,140.83,72.0,93,75,6.93
217,Debre Tabor,ET,2020-05-04 03:28:47,11.85,38.02,59.58,24,74,1.83
218,Sovetskaya,RU,2020-05-04 03:28:47,44.78,41.17,53.01,1,75,4.0
219,Namatanai,PG,2020-05-04 03:28:47,-3.67,152.43,84.06,76,57,5.44
220,Guiratinga,BR,2020-05-04 03:28:47,-16.35,-53.76,67.39,63,65,3.38
221,Hilo,US,2020-05-04 03:27:36,19.73,-155.09,80.6,61,90,11.41
222,Seoul,KR,2020-05-04 03:27:02,37.57,126.98,78.8,53,40,6.93
223,Geraldton,AU,2020-05-04 03:28:48,-28.77,114.6,75.2,69,75,12.75
224,Loukhi,RU,2020-05-04 03:28:48,66.08,33.04,36.61,96,100,7.49
225,Emerald,AU,2020-05-04 03:28:48,-23.53,148.17,73.99,23,0,11.41
226,Itapirapua,BR,2020-05-04 03:28:48,-15.82,-50.61,66.97,69,71,4.9
227,Chanika,TZ,2020-05-04 03:28:48,-5.42,38.02,65.25,81,85,1.39
228,Vanavara,RU,2020-05-04 03:28:48,60.34,102.28,50.58,50,97,8.16
229,Ambagarh Chauki,IN,2020-05-04 03:28:48,20.78,80.72,94.93,30,34,13.11
230,Ponta Do Sol,PT,2020-05-04 03:28:49,32.67,-17.1,64.4,68,40,12.75
231,Thenzawl,IN,2020-05-04 03:28:04,23.32,92.75,80.08,47,0,2.66
232,Scarborough,GB,2020-05-04 03:28:49,54.28,-0.4,46.99,93,95,1.99
233,Beringovskiy,RU,2020-05-04 03:28:49,63.05,179.32,30.0,94,10,3.53
234,Benguela,AO,2020-05-04 03:28:49,-12.58,13.41,75.6,79,0,1.79
235,Belyy Yar,RU,2020-05-04 03:28:49,53.6,91.39,60.8,38,93,2.24
236,Antalaha,MG,2020-05-04 03:28:49,-14.9,50.28,73.26,86,100,6.08
237,Bayir,TR,2020-05-04 03:28:49,37.27,28.22,50.0,93,40,4.7
238,Malpe,IN,2020-05-04 03:28:50,13.35,74.72,84.2,66,20,4.7
239,Gushikawa,JP,2020-05-04 03:28:50,26.35,127.87,82.4,88,75,14.99
240,Grants,US,2020-05-04 03:28:50,35.15,-107.85,64.4,18,1,9.17
241,Camacha,PT,2020-05-04 03:28:50,33.08,-16.33,62.6,72,40,18.34
242,Algete,ES,2020-05-04 03:28:50,40.6,-3.5,63.0,87,100,6.93
243,Shache,CN,2020-05-04 03:28:50,38.42,77.24,73.17,19,100,7.11
244,Hamilton,US,2020-05-04 03:26:39,39.18,-84.53,57.2,93,90,3.36
245,Sitka,US,2020-05-04 03:25:12,57.05,-135.33,46.4,87,90,9.17
246,Maragogi,BR,2020-05-04 03:28:50,-9.01,-35.22,77.68,81,47,6.24
247,Dhidhdhoo,MV,2020-05-04 03:28:51,6.88,73.1,85.57,71,92,13.35
248,Ratnagiri,IN,2020-05-04 03:28:51,16.98,73.3,85.24,68,0,8.01
249,Nioro,GM,2020-05-04 03:28:51,13.35,-15.75,71.33,53,0,6.4
250,Caravelas,BR,2020-05-04 03:28:51,-17.71,-39.25,74.39,75,20,10.25
251,Half Moon Bay,US,2020-05-04 03:28:51,37.46,-122.43,59.0,76,1,9.17
252,Katsina,NG,2020-05-04 03:28:51,12.99,7.6,81.66,46,28,11.7
253,Birjand,IR,2020-05-04 03:28:51,32.87,59.22,59.0,62,20,6.93
254,Bilibino,RU,2020-05-04 03:28:51,68.05,166.44,28.0,87,47,2.39
255,Zhangye,CN,2020-05-04 03:28:51,38.93,100.45,70.41,21,0,2.64
256,San,ML,2020-05-04 03:28:52,13.3,-4.9,89.87,10,0,8.14
257,Jining,CN,2020-05-04 03:28:52,35.41,116.58,72.75,54,92,15.84
258,Bac Lieu,VN,2020-05-04 03:28:52,9.29,105.72,89.1,59,7,7.61
259,Gazojak,TM,2020-05-04 03:28:52,41.19,61.4,68.56,54,100,7.99
260,Yar-Sale,RU,2020-05-04 03:28:52,66.83,70.83,13.17,93,61,12.33
261,Coquimbo,CL,2020-05-04 03:28:52,-29.95,-71.34,55.4,93,2,4.7
262,Simpang,ID,2020-05-04 03:28:52,-1.27,104.08,89.33,63,100,0.98
263,Kenai,US,2020-05-04 03:28:53,60.55,-151.26,55.4,32,90,9.17
264,Saldanha,ZA,2020-05-04 03:28:53,-33.01,17.94,48.2,87,19,1.12
265,Adrar,MR,2020-05-04 03:28:53,20.5,-10.07,84.02,12,0,5.3
266,Kushima,JP,2020-05-04 03:28:53,31.46,131.23,73.4,88,75,10.29
267,Nome,US,2020-05-04 03:28:53,64.5,-165.41,46.4,45,1,5.82
268,Bubaque,GW,2020-05-04 03:28:53,11.28,-15.83,77.68,70,93,12.37
269,Gunnedah,AU,2020-05-04 03:28:53,-30.98,150.25,64.4,39,0,4.7
270,Port Hardy,CA,2020-05-04 03:28:54,50.7,-127.42,48.2,76,75,5.82
271,Jiayuguan,CN,2020-05-04 03:28:54,39.82,98.3,66.22,23,1,11.74
272,Shelburne,CA,2020-05-04 03:28:54,44.08,-80.2,44.01,75,1,2.24
273,Sirjan,IR,2020-05-04 03:28:54,29.45,55.68,64.96,26,0,2.1
274,Jijiga,ET,2020-05-04 03:28:54,9.35,42.8,63.37,50,0,2.62
275,Harper,LR,2020-05-04 03:28:54,4.38,-7.72,80.74,85,100,5.64
276,Namibe,AO,2020-05-04 03:28:55,-15.2,12.15,75.83,59,0,5.21
277,Laguna,US,2020-05-04 03:28:55,38.42,-121.42,68.0,45,1,6.93
278,Usinsk,RU,2020-05-04 03:28:55,65.99,57.53,29.62,95,98,10.65
279,Dingle,PH,2020-05-04 03:28:55,11.0,122.67,92.59,54,100,10.02
280,Meulaboh,ID,2020-05-04 03:28:55,4.14,96.13,77.31,88,97,5.1
281,Linjiang,CN,2020-05-04 03:28:55,41.81,126.91,53.91,42,89,5.5
282,High Level,CA,2020-05-04 03:28:55,58.52,-117.14,59.0,30,40,8.05
283,Gayny,RU,2020-05-04 03:28:55,60.31,54.32,39.9,69,46,5.91
284,Iisaku,EE,2020-05-04 03:28:56,59.1,27.31,42.84,90,99,5.35
285,Mishelevka,RU,2020-05-04 03:28:56,52.86,103.17,60.19,40,7,7.38
286,Nsanje,MW,2020-05-04 03:28:56,-16.92,35.26,61.18,91,0,1.48
287,Fort Nelson,CA,2020-05-04 03:28:56,58.81,-122.7,50.0,57,75,16.11
288,Souillac,MU,2020-05-04 03:28:56,-20.52,57.52,77.0,83,75,10.29
289,Bedele,ET,2020-05-04 03:28:56,8.46,36.35,56.77,56,66,1.07
290,Dosso,NE,2020-05-04 03:28:56,13.05,3.19,85.87,40,0,11.03
291,Skjervoy,NO,2020-05-04 03:28:57,70.03,20.97,38.34,94,100,11.68
292,Lai,TD,2020-05-04 03:28:57,9.4,16.3,86.65,42,100,8.16
293,Haines Junction,CA,2020-05-04 03:28:57,60.75,-137.51,44.22,59,100,3.47
294,Menongue,AO,2020-05-04 03:28:57,-14.66,17.69,55.6,41,0,2.93
295,Okhotsk,RU,2020-05-04 03:28:57,59.38,143.3,38.23,75,100,15.5
296,Khor,RU,2020-05-04 03:28:57,47.89,134.95,47.12,68,100,4.03
297,Shimoda,JP,2020-05-04 03:28:58,34.67,138.95,60.8,100,75,9.17
298,Ballina,AU,2020-05-04 03:28:58,-28.87,153.57,71.6,56,27,16.11
299,Chara,RU,2020-05-04 03:28:58,56.91,118.26,43.14,42,100,3.27
300,Rorvik,NO,2020-05-04 03:28:58,64.86,11.24,41.9,73,93,17.49
301,Padilla,CO,2020-05-04 03:28:58,3.22,-76.31,73.4,83,75,3.36
302,Adre,TD,2020-05-04 03:28:58,13.47,22.2,72.07,30,46,4.05
303,Merauke,ID,2020-05-04 03:24:59,-8.47,140.33,79.79,88,100,5.79
304,Kawalu,ID,2020-05-04 03:28:58,-7.38,108.21,87.98,50,40,2.37
305,Myaundzha,RU,2020-05-04 03:28:59,63.05,147.19,28.69,70,99,6.89
306,Pitimbu,BR,2020-05-04 03:28:59,-7.47,-34.81,77.0,94,3,4.7
307,Kautokeino,NO,2020-05-04 03:28:59,69.01,23.04,33.71,86,100,7.07
