City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Villablino,ES,2020-05-04 03:28:59,42.94,-6.32,62.01,71,0,1.99
309,Paamiut,GL,2020-05-04 03:28:59,61.99,-49.67,32.34,98,100,12.01
310,Nador,MA,2020-05-04 03:28:59,35.17,-2.93,64.4,82,76,4.32
311,Melbu,NO,2020-05-04 03:28:59,68.5,14.83,39.99,91,100,1.01
312,Bonanza,NI,2020-05-04 03:29:00,14.03,-84.59,71.08,71,59,1.34
313,Port Elizabeth,ZA,2020-05-04 03:28:04,-33.92,25.57,59.0,93,90,4.7
314,Cidreira,BR,2020-05-04 03:29:00,-30.18,-50.21,64.98,76,0,13.0
315,Ostrovnoy,RU,2020-05-04 03:29:00,68.05,39.51,35.31,95,100,10.4
316,Kabansk,RU,2020-05-04 03:29:00,52.05,106.65,60.8,36,40,6.71
317,Amuntai,ID,2020-05-04 03:29:00,-2.42,115.25,83.79,74,100,1.34
318,Turayf,SA,2020-05-04 03:29:00,31.67,38.66,64.4,42,99,7.09
319,Huanren,CN,2020-05-04 03:29:00,41.26,125.37,56.61,39,99,9.01
320,Ajdabiya,LY,2020-05-04 03:29:00,30.76,20.23,63.28,90,0,10.69
321,Kutum,SD,2020-05-04 03:29:01,14.2,24.67,71.49,12,14,7.74
322,Sao Joao Da Barra,BR,2020-05-04 03:29:01,-21.64,-41.05,66.54,83,0,10.94
323,Kavieng,PG,2020-05-04 03:29:01,-2.57,150.8,84.52,77,94,10.29
324,Cayenne,GF,2020-05-04 03:29:01,4.93,-52.33,77.0,100,100,11.81
325,Puerto Escondido,MX,2020-05-04 03:29:01,15.85,-97.07,82.08,68,46,4.14
326,Mahibadhoo,MV,2020-05-04 03:29:01,3.78,72.97,84.33,79,100,12.01
327,Codrington,AU,2020-05-04 03:29:01,-38.27,141.97,57.25,71,100,3.96
328,Kodiak,US,2020-05-04 03:29:01,57.79,-152.41,48.2,61,90,12.75
329,Kormilovka,RU,2020-05-04 03:29:01,55.0,74.1,44.6,65,75,13.42
330,Southern Pines,US,2020-05-04 03:24:09,35.17,-79.39,75.2,50,1,10.29
331,Fortuna,US,2020-05-04 03:29:02,40.6,-124.16,54.0,81,1,8.05
332,Saskylakh,RU,2020-05-04 03:29:02,71.92,114.08,16.38,95,100,5.1
333,Vargashi,RU,2020-05-04 03:29:02,55.36,65.85,41.9,61,12,7.83
334,Ancud,CL,2020-05-04 03:29:02,-41.87,-73.82,53.01,100,90,6.93
335,Lavrentiya,RU,2020-05-04 03:29:02,65.58,-171.0,33.53,89,0,2.04
336,Agua Buena,PA,2020-05-04 03:29:02,7.82,-80.4,80.82,74,100,14.25
337,Dali,CN,2020-05-04 03:29:02,25.7,100.18,69.1,31,19,6.87
338,Cockburn Town,TC,2020-05-04 03:29:02,21.46,-71.14,79.5,80,60,13.8
339,Jibuti,DJ,2020-05-04 03:29:03,11.5,42.5,87.8,79,1,5.82
340,Ipubi,BR,2020-05-04 03:29:03,-7.65,-40.15,70.59,77,91,2.06
341,Neuquen,AR,2020-05-04 03:29:03,-38.95,-68.06,53.6,62,94,2.24
342,Ust-Nera,RU,2020-05-04 03:29:03,64.57,143.2,28.18,83,100,6.46
343,Broken Hill,AU,2020-05-04 03:29:03,-31.95,141.43,57.2,54,0,10.29
344,Kalmunai,LK,2020-05-04 03:29:03,7.42,81.82,86.63,66,43,2.77
345,Ilhabela,BR,2020-05-04 03:24:23,-23.78,-45.36,65.41,72,6,1.92
346,Schwandorf,DE,2020-05-04 03:29:03,49.33,12.11,46.99,87,90,3.4
347,Vardo,NO,2020-05-04 03:29:04,70.37,31.11,35.6,96,75,8.05
348,Chebsara,RU,2020-05-04 03:29:04,59.2,38.84,50.13,91,73,3.85
349,Buraydah,SA,2020-05-04 03:29:04,26.33,43.98,71.6,28,0,2.24
350,Superior,US,2020-05-04 03:25:00,46.72,-92.1,39.99,80,40,8.05
351,Springfield,US,2020-05-04 03:29:04,37.22,-93.3,64.4,72,20,4.7
352,Husavik,IS,2020-05-04 03:29:04,66.04,-17.34,41.0,52,20,32.21
353,Mabay,PH,2020-05-04 03:29:04,6.06,124.47,93.2,46,20,6.93
354,Havre-Saint-Pierre,CA,2020-05-04 03:29:04,50.23,-63.6,37.4,74,100,4.7
355,Kjollefjord,NO,2020-05-04 03:29:04,70.95,27.35,35.82,94,100,3.29
356,Bintulu,MY,2020-05-04 03:29:05,3.17,113.03,87.8,79,75,2.24
357,Los Llanos De Aridane,ES,2020-05-04 03:29:05,28.66,-17.92,71.6,46,0,14.99
358,Hearst,CA,2020-05-04 03:29:05,49.68,-83.67,25.09,93,100,9.17
359,Auki,SB,2020-05-04 03:29:05,-8.77,160.7,84.76,73,90,1.9
360,Srednekolymsk,RU,2020-05-04 03:29:05,67.45,153.68,30.81,97,100,12.8
361,Yeppoon,AU,2020-05-04 03:29:05,-23.13,150.73,78.8,27,4,10.29
362,Cabo San Lucas,MX,2020-05-04 03:29:05,22.89,-109.91,82.4,26,40,12.75
363,Aykhal,RU,2020-05-04 03:29:05,66.0,111.5,44.6,28,94,6.71
364,Vila Velha,BR,2020-05-04 03:29:06,-20.33,-40.29,71.6,73,10,6.93
365,Demerval Lobao,BR,2020-05-04 03:28:03,-5.36,-42.68,77.0,94,90,12.75
366,Alice Springs,AU,2020-05-04 03:24:19,-23.7,133.88,68.0,34,0,11.41
367,Guebwiller,FR,2020-05-04 03:29:06,47.92,7.2,54.0,87,46,2.82
368,Prachuap Khiri Khan,TH,2020-05-04 03:29:06,11.82,99.78,89.17,56,69,2.21
369,Fengxian,CN,2020-05-04 03:29:06,34.7,116.59,80.01,60,42,1.01
370,San Clemente,US,2020-05-04 03:29:06,33.43,-117.61,64.99,86,5,2.73
371,Walvis Bay,NA,2020-05-04 03:29:06,-22.96,14.51,63.77,59,0,7.63
372,Mehriz,IR,2020-05-04 03:29:07,31.59,54.43,66.2,22,0,3.18
373,Bima,ID,2020-05-04 03:29:07,-8.47,118.72,86.07,69,99,5.44
374,Yulara,AU,2020-05-04 03:29:07,-25.24,130.99,71.6,33,0,13.87
375,Pamanukan,ID,2020-05-04 03:29:07,-6.28,107.81,84.06,73,88,5.08
376,Isangel,VU,2020-05-04 03:29:07,-19.55,169.27,82.4,78,40,6.93
377,Waiuku,NZ,2020-05-04 03:29:07,-37.25,174.75,66.0,72,15,16.11
378,Lahij,YE,2020-05-04 03:29:07,13.17,44.58,81.64,63,0,4.0
379,Brae,GB,2020-05-04 03:29:07,60.4,-1.35,33.8,86,9,3.36
380,Hilton Head Island,US,2020-05-04 03:26:23,32.22,-80.75,73.4,78,1,12.75
381,Canutama,BR,2020-05-04 03:29:08,-6.53,-64.38,74.03,95,9,1.05
382,Matara,LK,2020-05-04 03:29:08,5.95,80.54,84.45,78,75,5.06
383,Lakes Entrance,AU,2020-05-04 03:29:08,-37.88,147.98,59.0,72,89,1.01
384,Pila,PL,2020-05-04 03:29:08,53.15,16.74,41.18,90,72,2.75
385,Yarmouth,US,2020-05-04 03:29:08,41.71,-70.23,55.4,82,1,5.82
386,Praia,CV,2020-05-04 03:29:08,14.92,-23.51,71.6,78,0,10.29
387,Domvraina,GR,2020-05-04 03:29:08,38.25,22.98,54.0,91,96,11.3
388,Gao,ML,2020-05-04 03:29:09,16.64,1.64,87.85,11,0,11.99
389,Sur,OM,2020-05-04 03:29:09,22.57,59.53,89.89,46,0,5.57
390,Boueni,YT,2020-05-04 03:29:09,-12.9,45.08,82.4,74,40,14.99
391,San Pedro,PH,2020-05-04 03:29:09,14.35,121.02,95.0,56,40,9.17
392,Tete,MZ,2020-05-04 03:29:09,-16.16,33.59,60.67,82,0,2.26
393,Lata,PT,2020-05-04 03:29:09,40.16,-8.33,64.0,96,0,7.0
394,Sheridan,US,2020-05-04 03:29:09,44.83,-106.92,52.0,53,1,13.87
395,Havoysund,NO,2020-05-04 03:29:10,71.0,24.66,35.6,93,100,9.17
396,Niamey,NE,2020-05-04 03:29:10,13.51,2.11,91.4,43,0,6.93
397,Svetlyy Yar,RU,2020-05-04 03:29:10,48.47,44.78,59.0,54,56,13.42
398,Kathmandu,NP,2020-05-04 03:29:10,27.72,85.32,64.4,88,75,8.05
399,Gigmoto,PH,2020-05-04 03:29:10,13.78,124.39,86.65,74,98,10.36
400,Galich,RU,2020-05-04 03:29:10,58.38,42.35,51.3,87,0,6.67
401,Roald,NO,2020-05-04 03:29:10,62.58,6.13,39.99,60,72,12.75
402,Touros,BR,2020-05-04 03:29:10,-5.2,-35.46,77.0,94,75,3.36
403,Kahului,US,2020-05-04 03:29:11,20.89,-156.47,80.6,61,40,20.8
404,Altay,CN,2020-05-04 03:29:11,47.87,88.12,66.72,18,100,11.39
405,Bam,IR,2020-05-04 03:29:11,29.11,58.36,78.21,20,0,9.42
406,Xining,CN,2020-05-04 03:26:07,36.62,101.77,60.4,18,93,6.93
407,Katherine,AU,2020-05-04 03:29:11,-14.47,132.27,82.4,21,100,16.11
408,Barcelos,PT,2020-05-04 03:29:11,41.54,-8.62,64.0,93,0,6.93
409,Erdenet,MN,2020-05-04 03:29:11,49.03,104.08,56.52,31,0,5.73
410,Dudinka,RU,2020-05-04 03:29:11,69.41,86.18,21.2,85,81,24.61
411,Baykit,RU,2020-05-04 03:29:11,61.67,96.37,42.98,81,100,6.17
412,Praia Da Vitoria,PT,2020-05-04 03:29:12,38.73,-27.07,55.4,93,75,18.07
413,Balikpapan,ID,2020-05-04 03:26:07,-1.27,116.83,86.0,79,20,5.82
414,Muzhi,RU,2020-05-04 03:29:12,65.37,64.67,23.18,94,0,3.44
415,Rio Grande,BR,2020-05-04 03:29:12,-32.03,-52.1,55.99,94,83,10.45
416,Kokopo,PG,2020-05-04 03:29:12,-4.35,152.26,84.27,74,9,4.85
417,Katangli,RU,2020-05-04 03:29:12,51.71,143.23,43.77,57,100,1.39
418,San Cristobal,VE,2020-05-04 03:29:12,7.77,-72.22,68.52,71,98,3.18
419,Boras,SE,2020-05-04 03:28:55,57.72,12.94,39.99,93,100,6.93
420,Teeli,RU,2020-05-04 03:29:13,51.03,90.23,57.94,26,98,2.98
421,La Guaira,VE,2020-05-04 03:29:13,10.6,-66.93,72.0,71,35,3.36
422,Japura,ID,2020-05-04 03:29:13,-0.32,102.35,90.36,62,42,0.36
423,Prince Rupert,CA,2020-05-04 03:29:13,54.32,-130.32,48.2,77,90,6.93
424,Mount Isa,AU,2020-05-04 03:29:13,-20.73,139.5,77.0,20,0,11.41
425,Ahipara,NZ,2020-05-04 03:29:13,-35.17,173.17,62.83,66,16,18.63
426,Kadoma,JP,2020-05-04 03:29:13,34.73,135.58,79.0,69,75,2.24
427,Presidencia Roque Saenz Pena,AR,2020-05-04 03:29:14,-26.79,-60.44,64.65,56,16,6.67
428,Bichura,RU,2020-05-04 03:29:14,50.59,107.6,58.48,30,0,4.29
429,Tura,IN,2020-05-04 03:29:14,25.52,90.22,83.5,54,0,1.9
430,Te Anau,NZ,2020-05-04 03:29:14,-45.42,167.72,50.09,67,85,4.74
431,Znamenskoye,RU,2020-05-04 03:29:14,57.13,73.83,40.87,68,50,10.85
432,Mantua,IT,2020-05-04 03:29:14,45.17,10.78,53.01,68,1,3.0
433,Daru,PG,2020-05-04 03:29:14,-9.08,143.21,81.37,86,100,14.25
434,Addanki,IN,2020-05-04 03:29:15,15.82,79.98,91.49,48,0,10.71
435,Klaksvik,FO,2020-05-04 03:29:15,62.23,-6.59,32.0,72,91,4.7
436,Pirovskoye,RU,2020-05-04 03:29:15,57.63,92.27,58.68,47,100,9.98
437,Teguise,ES,2020-05-04 03:29:15,29.06,-13.56,66.2,82,20,2.24
438,Ostersund,SE,2020-05-04 03:29:15,63.18,14.64,32.0,87,100,13.87
439,Amapa,BR,2020-05-04 03:29:15,1.0,-52.0,72.7,94,85,1.9
440,Naron,ES,2020-05-04 03:29:15,43.52,-8.15,68.0,64,0,4.7
441,Morondava,MG,2020-05-04 03:29:15,-20.28,44.28,70.75,82,0,5.1
442,Mount Abu,IN,2020-05-04 03:29:15,24.59,72.71,78.3,41,0,6.93
443,Hakui,JP,2020-05-04 03:29:16,36.88,136.78,88.0,45,40,10.29
444,Letterkenny,IE,2020-05-04 03:29:16,54.95,-7.73,38.68,90,0,3.29
445,Aswan,EG,2020-05-04 03:29:16,24.09,32.91,80.6,21,0,10.29
446,Waddan,LY,2020-05-04 03:29:16,29.16,16.14,62.98,48,0,4.97
447,Urusha,RU,2020-05-04 03:29:16,54.05,122.9,52.18,30,96,5.68
448,Turukhansk,RU,2020-05-04 03:29:16,65.82,87.98,36.61,97,100,10.56
449,La Primavera,CO,2020-05-04 03:29:16,5.49,-70.41,74.93,91,55,4.03
450,Aksarka,RU,2020-05-04 03:29:17,66.56,67.8,17.49,94,0,8.37
451,Noumea,NC,2020-05-04 03:29:17,-22.28,166.46,73.4,78,90,8.05
452,Seredka,RU,2020-05-04 03:29:17,58.16,28.19,44.6,93,99,2.24
453,Konstantinovka,RU,2020-05-04 03:29:17,49.62,127.98,53.06,36,41,10.04
454,Saint Anthony,US,2020-05-04 03:29:17,45.02,-93.22,52.0,49,1,10.29
455,Wahpeton,US,2020-05-04 03:29:17,46.27,-96.61,48.2,60,51,4.7
456,Irbil,IQ,2020-05-04 03:27:17,36.19,44.01,55.4,87,91,2.24
457,Pangody,RU,2020-05-04 03:29:17,65.85,74.49,15.69,95,77,15.3
458,Jinchang,CN,2020-05-04 03:29:17,38.5,102.17,65.57,25,0,17.25
459,Ust-Barguzin,RU,2020-05-04 03:29:18,53.45,108.98,42.37,58,5,3.51
460,Vilhena,BR,2020-05-04 03:27:30,-12.74,-60.15,69.37,68,43,3.49
461,Korla,CN,2020-05-04 03:29:18,41.76,86.15,78.13,12,100,8.21
462,Portland,US,2020-05-04 03:26:55,45.52,-122.68,55.99,54,1,3.69
463,Kihei,US,2020-05-04 03:29:18,20.79,-156.47,80.6,61,40,20.8
464,Ewo,CG,2020-05-04 03:29:18,-0.87,14.82,75.16,75,61,2.51
465,Buala,SB,2020-05-04 03:25:04,-8.14,159.59,86.68,68,25,3.94
466,Abashiri,JP,2020-05-04 03:29:18,44.02,144.27,71.6,46,75,14.99
467,Smithers,CA,2020-05-04 03:26:54,54.78,-127.17,48.2,66,40,2.24
468,Xiaoshi,CN,2020-05-04 03:29:19,41.3,124.12,51.8,57,40,15.66
469,Opuwo,NA,2020-05-04 03:29:19,-18.06,13.84,60.82,23,0,4.25
470,Mareeba,AU,2020-05-04 03:29:19,-17.0,145.43,81.0,54,90,19.46
471,Ukiah,US,2020-05-04 03:29:19,39.15,-123.21,60.8,36,1,6.93
472,Juneau,US,2020-05-04 03:25:00,58.3,-134.42,50.0,71,75,18.34
473,Kota Kinabalu,MY,2020-05-04 03:29:19,5.97,116.07,89.6,70,20,4.7
474,Ilulissat,GL,2020-05-04 03:29:20,69.22,-51.1,28.4,92,100,10.29
475,Telde,ES,2020-05-04 03:29:20,27.99,-15.42,66.2,77,40,3.36
476,Ocos,GT,2020-05-04 03:29:20,14.51,-92.19,84.2,79,75,4.5
477,Gondar,ET,2020-05-04 03:29:20,12.6,37.47,63.73,15,10,2.48
478,Ossora,RU,2020-05-04 03:29:20,59.24,163.07,32.52,97,100,15.03
479,Ukmerge,LT,2020-05-04 03:29:20,55.25,24.75,43.0,87,90,3.36
480,Pangai,TO,2020-05-04 03:26:06,-19.8,-174.35,80.6,83,20,8.05
481,Tawang,IN,2020-05-04 03:29:20,27.58,91.87,55.35,31,96,3.76
482,Synya,RU,2020-05-04 03:29:20,65.37,58.04,31.1,94,98,7.31
483,Providencia,MX,2020-05-04 03:29:21,28.72,-111.58,80.01,39,0,1.99
484,San Jose,US,2020-05-04 03:26:57,37.34,-121.89,62.6,38,20,10.29
485,Kuching,MY,2020-05-04 03:29:21,1.55,110.33,89.6,66,20,3.36
486,Dwarka,IN,2020-05-04 03:29:21,22.24,68.97,84.85,71,15,12.44
487,Vao,NC,2020-05-04 03:29:21,-22.67,167.48,73.35,84,85,19.33
488,Dobson,US,2020-05-04 03:29:21,36.4,-80.72,69.8,73,1,4.41
489,Cervo,ES,2020-05-04 03:29:21,43.67,-7.41,54.0,1,0,7.72
490,Guamo,CO,2020-05-04 03:29:21,4.03,-74.97,76.48,74,99,0.83
491,Boffa,GN,2020-05-04 03:29:22,10.17,-14.03,78.04,86,96,4.12
492,Pirenopolis,BR,2020-05-04 03:29:22,-15.85,-48.96,64.4,52,24,5.82
493,Pathalgaon,IN,2020-05-04 03:29:22,22.57,83.47,87.87,35,0,7.83
494,Biltine,TD,2020-05-04 03:29:22,14.53,20.92,76.57,17,1,5.1
495,Strezhevoy,RU,2020-05-04 03:29:22,60.73,77.59,37.4,74,97,13.42
496,Talnakh,RU,2020-05-04 03:29:22,69.49,88.4,21.2,85,100,24.61
497,Wagar,SD,2020-05-04 03:29:23,16.15,36.2,75.81,16,28,9.06
498,Micheweni,TZ,2020-05-04 03:29:23,-4.97,39.83,79.77,83,43,13.71
499,Vestmannaeyjar,IS,2020-05-04 03:29:23,63.44,-20.27,41.92,67,100,12.19
500,General Roca,AR,2020-05-04 03:29:23,-39.03,-67.58,53.6,62,100,2.24
501,Gasa,PS,2020-05-04 03:29:23,31.5,34.47,59.0,77,75,5.82
502,Sao Felix Do Xingu,BR,2020-05-04 03:29:23,-6.64,-51.99,72.66,91,36,2.13
503,Praya,CV,2020-05-04 03:29:23,14.92,-23.51,71.6,78,0,10.29
504,Mitsamiouli,KM,2020-05-04 03:29:24,-11.38,43.28,80.94,74,39,7.72
505,Zeya,RU,2020-05-04 03:29:24,53.75,127.27,49.84,34,100,6.15
506,Solano,US,2020-05-04 03:29:24,38.23,-121.95,62.6,39,1,13.87
507,Felanitx,ES,2020-05-04 03:29:24,39.47,3.15,59.0,87,52,1.12
508,Passo De Camaragibe,BR,2020-05-04 03:29:24,-9.24,-35.49,75.2,100,30,2.24
509,Mangrol,IN,2020-05-04 03:29:24,21.12,70.12,84.81,71,0,14.81
510,Poum,NC,2020-05-04 03:29:24,-20.23,164.02,76.66,85,82,21.97
511,Alta Floresta,BR,2020-05-04 03:29:24,-9.88,-56.09,71.29,84,78,2.13
512,Coihaique,CL,2020-05-04 03:29:24,-45.58,-72.07,41.0,93,75,3.36
513,Chapais,CA,2020-05-04 03:29:25,49.78,-74.85,35.6,74,90,8.05
514,Bud,US,2020-05-04 03:29:25,39.45,-86.18,52.0,93,16,4.68
515,Almaznyy,RU,2020-05-04 03:29:25,48.04,40.05,59.0,87,20,11.18
516,San Carlos De Bariloche,AR,2020-05-04 03:29:25,-41.15,-71.31,44.6,75,40,11.41
517,San Jeronimo,PE,2020-05-04 03:29:25,-11.95,-75.28,50.34,30,97,2.71
518,Mogok,MM,2020-05-04 03:29:25,22.92,96.5,81.27,39,10,2.37
519,Bularit,PH,2020-05-04 03:29:25,15.57,120.62,93.2,59,75,2.24
520,Ustyuzhna,RU,2020-05-04 03:29:25,58.84,36.43,48.99,93,95,2.75
521,Ouadda,CF,2020-05-04 03:29:26,8.08,22.4,70.7,51,27,2.73
522,Waynesboro,US,2020-05-04 03:29:26,38.07,-78.89,64.99,93,90,13.87
523,Gizo,SB,2020-05-04 03:29:26,-8.1,156.84,85.53,71,83,5.46
524,Deputatskiy,RU,2020-05-04 03:29:26,69.3,139.9,14.77,90,100,3.87
525,Ituverava,BR,2020-05-04 03:29:26,-20.34,-47.78,62.29,73,23,4.38
526,Mayor Pablo Lagerenza,PY,2020-05-04 03:29:26,-19.93,-60.77,73.83,55,52,5.01
527,Quelimane,MZ,2020-05-04 03:29:26,-17.88,36.89,64.24,88,0,2.73
528,Ugoofaaru,MV,2020-05-04 03:29:26,5.67,73.0,85.26,72,100,12.62
529,Boyuibe,BO,2020-05-04 03:29:26,-20.42,-63.28,70.0,63,100,3.47
530,Kijang,KR,2020-05-04 03:29:27,35.24,129.21,78.8,61,20,9.17
531,Priladozhskiy,RU,2020-05-04 03:29:27,59.85,31.48,41.0,96,79,3.94
532,Ubud,ID,2020-05-04 03:29:27,-8.51,115.27,87.8,79,20,14.99
533,Ulaangom,MN,2020-05-04 03:29:27,49.98,92.07,62.89,21,84,4.0
534,Sungaipenuh,ID,2020-05-04 03:29:27,-2.08,101.38,82.22,43,77,2.53
535,Lityn,UA,2020-05-04 03:29:27,49.33,28.08,50.0,100,90,4.47
536,Villa Rica,US,2020-05-04 03:29:27,33.73,-84.92,71.01,56,1,3.36
537,Acapulco,MX,2020-05-04 03:24:40,16.86,-99.89,78.8,83,5,7.4
538,Twentynine Palms,US,2020-05-04 03:29:28,34.14,-116.05,80.6,19,1,23.04
539,Yendi,GH,2020-05-04 03:27:04,9.44,-0.01,80.65,69,0,7.05
540,Kaseda,JP,2020-05-04 03:29:28,31.42,130.32,73.4,73,75,9.17
541,Agua Verde,MX,2020-05-04 03:29:28,22.9,-106.05,80.6,57,20,5.82
542,Lumeje,AO,2020-05-04 03:29:28,-11.55,20.78,63.72,51,0,4.52
543,Pauini,BR,2020-05-04 03:29:29,-7.71,-66.98,73.78,94,100,2.06
544,Borjomi,GE,2020-05-04 03:29:29,41.85,43.41,50.32,54,72,3.15
545,Boyle,US,2020-05-04 03:29:29,37.63,-84.87,62.01,93,90,3.36
546,Yerbogachen,RU,2020-05-04 03:29:29,61.28,108.01,50.76,40,28,5.23
547,Luwuk,ID,2020-05-04 03:29:29,-0.95,122.79,82.85,74,100,3.91
548,Kirakira,SB,2020-05-04 03:25:04,-10.45,161.92,84.81,73,86,4.61
549,Sao Jose Da Coroa Grande,BR,2020-05-04 03:29:29,-8.9,-35.15,78.03,81,52,6.42
550,Emiliano Zapata,MX,2020-05-04 03:29:29,18.83,-99.18,87.01,35,5,13.87
551,Singaraja,ID,2020-05-04 03:29:30,-8.11,115.09,86.85,59,30,2.68
552,Manta,EC,2020-05-04 03:29:30,-0.95,-80.73,80.6,78,75,8.05
553,Raudeberg,NO,2020-05-04 03:29:30,61.99,5.14,37.99,91,72,11.07
554,Suluq,LY,2020-05-04 03:29:30,31.67,20.25,61.77,92,5,8.77
555,Sumbe,AO,2020-05-04 03:29:30,-11.21,13.84,77.29,81,3,3.47
556,Killam,CA,2020-05-04 03:29:30,52.78,-111.85,53.28,49,100,13.0
557,Umm Kaddadah,SD,2020-05-04 03:29:30,13.6,26.69,74.79,13,38,7.02
558,Ondjiva,AO,2020-05-04 03:29:30,-17.07,15.73,60.94,30,0,4.99
559,Lasalgaon,IN,2020-05-04 03:29:30,20.15,74.23,90.88,21,0,12.64
560,Wasilla,US,2020-05-04 03:29:31,61.58,-149.44,60.8,25,1,13.87
561,Puerto Colombia,CO,2020-05-04 03:29:31,10.99,-74.95,82.4,83,20,13.87
562,Upata,VE,2020-05-04 03:29:28,8.01,-62.4,79.0,84,2,5.99
563,Malanje,AO,2020-05-04 03:29:31,-9.54,16.34,64.06,63,15,1.99
564,Lixourion,GR,2020-05-04 03:29:31,38.2,20.43,61.02,76,18,17.63
